speed_kmh,vehicle_mileage_kmpl,acceleration_mps2,braking_mps2,distance_km,traffic_level_heavy,traffic_level_low,traffic_level_moderate,ac_usage_high,ac_usage_low,ac_usage_moderate,vehicle_load_heavy,vehicle_load_light,vehicle_load_normal,road_type_city,road_type_highway,road_type_mixed
61.91,12.01,3.86,2.27,19.41,0,0,1,0,0,1,0,1,0,0,0,1
58.85,22.0,0.16,0.09,181.03,1,0,0,1,0,0,0,0,1,0,0,1
105.32,17.75,3.73,2.0,122.77,0,1,0,1,0,0,1,0,0,0,1,0
83.81,21.5,2.83,0.48,257.65,0,1,0,0,0,1,1,0,0,0,0,1
86.21,14.02,1.02,3.33,11.99,0,0,1,0,0,1,0,0,1,0,0,1
83.18,12.04,1.31,0.72,77.06,1,0,0,0,1,0,1,0,0,0,0,1
41.25,15.24,2.64,1.64,101.91,1,0,0,0,0,1,0,1,0,0,0,1
47.26,19.37,2.76,1.66,127.02,0,0,1,0,1,0,0,0,1,1,0,0
98.34,19.31,2.65,1.95,61.02,0,1,0,0,1,0,1,0,0,0,0,1
65.4,18.74,3.5,2.2,31.36,0,1,0,0,0,1,0,1,0,1,0,0
50.19,21.54,2.89,0.05,197.84,1,0,0,0,1,0,0,1,0,0,0,1
58.17,19.65,3.11,2.18,282.29,0,0,1,0,0,1,0,0,1,0,1,0
53.1,17.52,1.71,1.85,240.34,1,0,0,0,1,0,0,1,0,0,0,1
112.91,17.59,3.27,1.5,93.76,0,1,0,0,0,1,0,1,0,0,1,0
54.42,12.63,2.93,2.48,246.22,0,1,0,1,0,0,1,0,0,1,0,0
32.73,12.78,0.05,2.08,40.84,0,1,0,0,0,1,0,1,0,0,1,0
115.96,13.3,0.98,0.58,193.81,0,1,0,0,0,1,0,0,1,0,1,0
86.04,12.01,1.29,1.14,87.65,1,0,0,0,1,0,0,0,1,0,1,0
50.8,16.48,2.03,2.26,285.97,0,0,1,0,0,1,0,1,0,0,0,1
58.81,12.67,1.59,1.3,86.48,0,0,1,0,1,0,1,0,0,0,0,1
33.06,20.68,3.73,1.26,280.24,1,0,0,1,0,0,1,0,0,0,0,1
75.12,12.54,2.46,2.15,189.46,0,1,0,0,1,0,1,0,0,0,1,0
105.78,15.25,1.43,3.04,162.08,0,0,1,0,1,0,0,0,1,0,0,1
92.94,18.18,3.96,1.13,239.88,1,0,0,0,1,0,0,1,0,1,0,0
110.63,17.46,2.63,0.4,124.08,0,1,0,0,0,1,0,0,1,0,1,0
108.81,21.42,3.11,0.1,297.08,0,1,0,0,0,1,0,1,0,1,0,0
60.46,19.0,1.57,0.88,248.1,1,0,0,0,0,1,0,0,1,0,1,0
69.2,21.54,0.8,1.6,38.69,0,1,0,0,1,0,0,1,0,0,0,1
76.76,19.16,1.22,2.85,203.62,0,1,0,1,0,0,1,0,0,0,1,0
38.55,21.66,0.27,2.19,245.17,0,0,1,0,1,0,0,0,1,0,1,0
107.44,15.02,3.51,0.37,111.33,0,1,0,0,0,1,1,0,0,0,0,1
98.74,16.4,0.41,3.39,228.59,1,0,0,0,1,0,1,0,0,0,1,0
83.81,12.03,3.77,1.29,191.96,0,1,0,1,0,0,0,0,1,0,0,1
67.89,22.0,0.97,2.42,65.33,0,1,0,1,0,0,0,0,1,1,0,0
37.83,17.24,1.48,2.8,273.65,0,1,0,0,0,1,0,1,0,0,1,0
71.97,17.63,2.53,1.97,58.07,1,0,0,0,1,0,1,0,0,1,0,0
107.57,12.67,2.13,1.5,95.96,0,0,1,0,0,1,0,1,0,0,1,0
92.54,21.02,0.28,1.03,18.39,0,0,1,1,0,0,1,0,0,0,0,1
41.03,21.28,2.69,1.3,61.61,0,0,1,0,1,0,0,1,0,0,0,1
32.41,18.15,0.41,1.48,208.88,0,1,0,1,0,0,0,1,0,0,0,1
27.63,12.16,2.26,0.55,126.17,0,1,0,0,1,0,0,0,1,1,0,0
30.47,14.61,1.37,3.55,52.47,0,1,0,1,0,0,0,1,0,1,0,0
96.91,21.81,3.39,3.49,273.85,0,1,0,0,1,0,0,1,0,0,1,0
50.85,20.19,1.64,2.29,54.13,0,1,0,1,0,0,0,1,0,0,0,1
77.81,19.89,3.03,0.9,138.13,0,1,0,0,0,1,0,1,0,1,0,0
49.75,18.54,0.14,0.48,46.84,0,0,1,0,1,0,0,1,0,0,0,1
117.19,14.09,1.25,1.23,147.6,0,1,0,1,0,0,1,0,0,0,1,0
79.29,19.2,1.96,0.25,164.46,0,0,1,0,0,1,1,0,0,1,0,0
111.39,14.18,2.03,0.35,252.56,0,1,0,1,0,0,1,0,0,0,0,1
91.74,15.77,2.94,1.53,194.42,1,0,0,0,0,1,0,1,0,0,1,0
29.71,21.09,0.16,3.52,144.48,0,0,1,0,1,0,0,1,0,0,0,1
35.8,17.37,0.12,2.06,25.9,0,1,0,1,0,0,0,0,1,0,0,1
116.91,20.25,3.5,0.31,270.18,0,0,1,0,0,1,0,1,0,1,0,0
49.8,15.51,0.3,3.02,231.13,1,0,0,0,1,0,0,1,0,0,0,1
69.52,20.86,2.5,2.1,46.26,1,0,0,0,0,1,0,0,1,0,1,0
103.9,14.83,1.13,1.32,294.2,0,1,0,0,1,0,1,0,0,0,0,1
65.62,19.94,0.68,2.36,246.25,0,1,0,0,1,0,0,0,1,0,0,1
99.25,17.67,1.39,0.44,7.46,1,0,0,0,1,0,0,0,1,0,0,1
22.86,13.87,2.65,1.81,83.35,1,0,0,0,1,0,0,0,1,1,0,0
111.77,14.51,0.96,2.88,180.9,0,1,0,0,0,1,0,0,1,0,0,1
64.93,17.88,3.24,3.53,274.46,0,0,1,1,0,0,1,0,0,1,0,0
88.96,20.26,2.3,3.63,180.59,0,0,1,0,1,0,1,0,0,0,0,1
114.01,18.23,0.16,2.85,206.45,0,1,0,0,1,0,1,0,0,0,0,1
102.05,20.09,0.98,1.16,169.01,1,0,0,0,0,1,1,0,0,1,0,0
21.6,17.9,3.19,2.33,70.01,1,0,0,0,1,0,0,0,1,0,0,1
96.57,19.76,0.14,1.22,66.44,1,0,0,1,0,0,0,1,0,0,0,1
53.33,16.44,2.39,1.25,263.0,1,0,0,1,0,0,0,1,0,0,1,0
41.82,19.29,0.66,3.32,270.34,0,1,0,0,1,0,1,0,0,0,1,0
116.96,14.02,3.08,0.03,251.27,0,0,1,0,0,1,0,0,1,0,0,1
34.52,16.81,0.97,3.37,258.17,1,0,0,0,1,0,0,1,0,1,0,0
39.31,19.74,2.58,3.52,209.56,1,0,0,1,0,0,1,0,0,1,0,0
90.61,21.62,3.85,1.97,239.16,1,0,0,0,0,1,1,0,0,1,0,0
40.13,17.85,2.28,3.34,20.02,0,1,0,0,1,0,1,0,0,0,0,1
103.86,20.46,3.28,1.2,164.43,1,0,0,1,0,0,0,0,1,0,1,0
32.33,15.71,2.47,0.21,211.33,0,0,1,0,1,0,0,1,0,1,0,0
27.75,18.9,2.83,1.46,202.2,0,0,1,0,0,1,0,1,0,1,0,0
56.74,21.39,0.05,2.7,203.27,0,0,1,0,0,1,1,0,0,0,0,1
111.8,16.29,3.59,3.81,157.27,1,0,0,0,0,1,0,1,0,1,0,0
34.69,14.96,0.87,1.64,45.55,1,0,0,0,0,1,1,0,0,0,0,1
21.32,15.4,2.57,1.57,189.54,0,0,1,0,0,1,0,1,0,0,0,1
104.73,21.99,1.71,0.43,215.16,0,0,1,0,1,0,0,1,0,1,0,0
88.75,12.63,0.79,3.15,219.85,1,0,0,1,0,0,1,0,0,0,1,0
69.04,14.51,0.48,0.79,104.96,0,1,0,0,1,0,0,0,1,1,0,0
116.49,12.1,0.47,3.55,14.26,0,0,1,0,1,0,0,0,1,0,1,0
81.01,17.23,0.98,2.52,200.8,1,0,0,0,1,0,1,0,0,0,0,1
70.56,21.34,1.88,1.98,53.79,0,0,1,0,0,1,0,1,0,1,0,0
27.81,12.71,3.13,1.19,39.79,0,1,0,0,1,0,1,0,0,0,0,1
74.25,15.52,2.09,3.06,38.45,0,1,0,0,0,1,0,0,1,1,0,0
91.26,21.35,1.87,1.71,129.05,0,0,1,0,0,1,0,1,0,0,0,1
88.04,20.38,2.49,1.69,274.81,0,1,0,0,0,1,0,1,0,1,0,0
66.38,18.14,3.83,3.47,193.97,0,0,1,0,0,1,1,0,0,0,0,1
49.69,21.63,0.79,3.77,147.08,1,0,0,1,0,0,0,1,0,0,0,1
40.27,12.75,3.12,2.34,50.85,0,1,0,0,0,1,0,0,1,1,0,0
116.06,20.61,1.49,3.77,121.7,0,1,0,0,0,1,0,0,1,1,0,0
108.08,19.6,2.58,0.36,284.0,0,1,0,0,1,0,0,0,1,0,1,0
64.2,20.52,3.43,1.08,188.95,0,0,1,0,0,1,0,1,0,0,0,1
100.78,16.5,1.37,3.67,243.95,0,1,0,0,1,0,0,1,0,0,0,1
111.86,16.2,0.13,3.43,66.49,0,0,1,1,0,0,0,0,1,0,1,0
42.62,13.33,2.72,0.04,210.2,0,1,0,0,0,1,1,0,0,0,1,0
75.23,13.58,1.88,3.93,208.54,0,1,0,0,1,0,1,0,0,0,1,0
93.39,17.16,1.06,2.61,293.88,0,1,0,1,0,0,0,0,1,0,1,0
116.32,15.84,1.26,0.56,86.71,0,1,0,0,1,0,1,0,0,0,0,1
112.2,14.94,2.71,2.09,186.45,0,0,1,1,0,0,1,0,0,0,1,0
110.46,15.57,1.53,2.45,103.78,1,0,0,0,1,0,1,0,0,0,1,0
81.64,14.69,3.56,2.83,80.22,1,0,0,0,0,1,0,1,0,0,1,0
109.18,17.79,2.37,0.6,174.24,0,1,0,0,0,1,0,1,0,0,1,0
82.48,17.18,0.29,2.88,166.28,1,0,0,0,0,1,0,0,1,0,1,0
50.68,13.18,1.62,2.01,269.06,1,0,0,0,0,1,1,0,0,0,1,0
81.25,21.94,2.45,1.74,285.2,0,1,0,0,0,1,1,0,0,0,0,1
49.41,21.42,0.12,1.47,90.81,0,1,0,1,0,0,0,1,0,0,1,0
58.43,13.57,2.07,0.72,135.68,1,0,0,0,1,0,0,0,1,0,0,1
102.64,14.81,3.57,0.79,221.4,1,0,0,0,1,0,1,0,0,0,1,0
114.41,14.18,0.12,0.99,289.78,1,0,0,0,0,1,0,1,0,0,0,1
89.14,17.45,0.35,0.25,25.99,0,0,1,0,0,1,1,0,0,0,1,0
108.94,17.98,2.94,2.41,12.63,0,1,0,1,0,0,1,0,0,0,0,1
37.04,14.43,3.78,2.8,36.11,1,0,0,0,1,0,0,1,0,1,0,0
110.89,12.63,3.18,0.74,244.8,0,1,0,0,0,1,1,0,0,0,0,1
102.75,20.13,1.43,0.71,231.55,1,0,0,0,1,0,0,1,0,1,0,0
33.25,21.06,1.21,0.83,76.96,1,0,0,0,0,1,0,0,1,0,1,0
61.41,14.56,1.87,2.72,119.37,0,1,0,0,0,1,1,0,0,0,1,0
20.43,13.32,1.9,1.46,190.24,0,1,0,0,0,1,1,0,0,1,0,0
65.21,17.77,0.86,2.49,166.03,0,1,0,1,0,0,0,0,1,0,0,1
77.27,14.93,3.81,2.06,270.55,0,1,0,0,1,0,0,0,1,0,1,0
87.04,13.65,2.24,2.02,141.69,0,0,1,1,0,0,1,0,0,1,0,0
92.65,13.93,1.49,1.8,251.73,0,1,0,1,0,0,0,1,0,1,0,0
44.37,14.39,0.64,1.93,24.49,0,1,0,1,0,0,1,0,0,1,0,0
69.44,18.94,0.66,0.14,40.88,0,0,1,1,0,0,0,0,1,1,0,0
37.64,14.45,1.0,1.14,137.24,1,0,0,0,1,0,0,0,1,1,0,0
77.02,14.82,3.8,0.88,22.21,0,0,1,0,1,0,1,0,0,0,0,1
32.24,18.45,3.33,3.15,227.03,0,1,0,0,1,0,1,0,0,0,1,0
111.49,19.13,2.9,0.59,77.98,0,1,0,1,0,0,0,1,0,1,0,0
64.39,16.31,3.84,1.66,42.96,0,1,0,0,0,1,0,1,0,0,1,0
61.76,20.7,2.29,2.26,270.58,0,0,1,0,0,1,1,0,0,0,0,1
74.18,13.4,0.12,0.04,137.43,1,0,0,0,1,0,0,0,1,1,0,0
69.13,14.52,1.34,0.45,202.34,1,0,0,1,0,0,0,1,0,1,0,0
26.42,17.28,1.07,0.62,24.33,1,0,0,0,0,1,1,0,0,0,0,1
65.15,21.0,0.99,0.26,11.21,1,0,0,0,1,0,1,0,0,0,1,0
87.3,12.38,0.67,3.6,56.89,1,0,0,0,0,1,0,0,1,1,0,0
111.92,19.16,0.48,3.56,150.51,0,1,0,0,1,0,0,0,1,0,0,1
76.45,12.94,0.29,3.34,89.57,0,1,0,0,1,0,0,0,1,1,0,0
107.27,17.59,1.52,1.21,28.2,0,1,0,1,0,0,0,0,1,0,1,0
56.79,14.14,3.17,0.54,22.09,0,0,1,1,0,0,0,1,0,0,1,0
52.06,18.64,2.11,2.3,161.92,0,0,1,1,0,0,1,0,0,0,1,0
96.14,20.79,0.01,0.08,166.82,0,0,1,0,1,0,0,0,1,0,0,1
80.74,20.36,1.63,2.69,13.91,0,0,1,1,0,0,1,0,0,1,0,0
32.04,19.57,1.96,2.42,226.16,0,0,1,0,0,1,0,1,0,0,1,0
83.74,14.37,0.83,2.52,173.64,1,0,0,1,0,0,0,0,1,0,1,0
27.84,12.43,2.73,0.81,247.66,0,1,0,1,0,0,0,0,1,1,0,0
55.63,19.38,1.43,2.3,55.76,0,0,1,1,0,0,1,0,0,1,0,0
85.38,20.86,2.59,3.89,134.26,0,0,1,0,1,0,0,0,1,1,0,0
91.7,15.92,3.73,1.84,105.71,0,0,1,1,0,0,0,1,0,1,0,0
78.9,14.23,0.7,1.23,208.11,0,1,0,0,1,0,1,0,0,0,1,0
104.84,20.92,0.23,0.02,140.8,0,0,1,0,0,1,0,1,0,0,1,0
51.75,12.86,2.51,0.08,54.95,0,1,0,0,1,0,1,0,0,1,0,0
87.88,12.91,1.97,0.54,194.99,0,1,0,0,1,0,0,0,1,0,1,0
60.73,19.57,0.68,2.89,282.77,1,0,0,1,0,0,1,0,0,0,1,0
53.29,12.77,3.04,3.15,155.61,0,1,0,1,0,0,0,0,1,1,0,0
79.77,17.09,2.99,2.87,73.63,1,0,0,0,1,0,1,0,0,0,1,0
58.79,17.08,1.77,0.82,47.63,0,1,0,1,0,0,1,0,0,0,0,1
46.95,18.72,0.16,3.03,143.8,1,0,0,0,0,1,0,0,1,0,1,0
44.43,12.23,1.26,0.88,63.76,1,0,0,1,0,0,0,0,1,1,0,0
98.99,16.05,1.48,1.86,191.85,1,0,0,0,1,0,0,0,1,0,0,1
82.62,14.57,2.42,0.82,135.44,0,0,1,0,0,1,0,1,0,0,0,1
75.64,20.12,2.35,2.25,102.25,0,1,0,0,0,1,0,0,1,0,0,1
118.12,13.42,1.42,3.04,248.53,0,0,1,0,0,1,1,0,0,0,0,1
105.58,15.58,2.01,1.4,213.34,0,0,1,1,0,0,0,1,0,0,1,0
44.68,18.05,1.32,2.28,149.83,0,0,1,1,0,0,0,1,0,0,0,1
92.58,14.3,3.8,1.69,243.64,0,0,1,0,0,1,0,1,0,1,0,0
67.1,13.73,3.95,0.29,178.27,0,1,0,0,0,1,0,1,0,0,1,0
105.42,12.54,0.55,0.8,125.71,1,0,0,0,0,1,0,1,0,1,0,0
76.89,19.16,1.38,3.12,177.12,0,1,0,0,1,0,0,1,0,1,0,0
32.34,20.25,1.95,0.02,108.92,0,1,0,0,1,0,0,0,1,0,1,0
95.51,18.48,2.19,2.41,233.96,0,1,0,0,0,1,0,0,1,0,1,0
29.9,12.48,0.65,0.86,80.02,1,0,0,0,1,0,0,0,1,0,0,1
59.31,17.51,0.27,3.25,80.17,0,0,1,0,0,1,1,0,0,0,0,1
42.76,16.19,3.22,3.79,285.92,0,1,0,0,0,1,0,1,0,0,0,1
86.78,12.8,0.73,1.65,273.76,1,0,0,0,0,1,1,0,0,1,0,0
52.85,17.86,3.64,3.66,153.32,0,1,0,1,0,0,0,0,1,0,1,0
52.46,12.18,0.25,1.15,215.05,0,0,1,1,0,0,0,0,1,0,0,1
22.26,19.11,1.37,0.44,241.01,1,0,0,0,1,0,1,0,0,0,1,0
51.57,17.18,0.03,2.7,116.93,0,1,0,0,0,1,0,0,1,0,0,1
78.83,16.48,0.88,2.87,79.15,0,0,1,1,0,0,1,0,0,0,1,0
92.8,13.64,3.59,2.91,127.19,1,0,0,1,0,0,0,1,0,0,1,0
77.62,18.71,1.5,3.94,179.33,0,0,1,1,0,0,0,0,1,1,0,0
103.36,18.25,3.14,3.92,87.19,0,0,1,1,0,0,0,0,1,1,0,0
102.08,14.75,3.47,2.34,95.2,1,0,0,0,0,1,0,0,1,0,0,1
65.14,12.8,2.0,3.88,214.89,0,0,1,0,1,0,0,0,1,0,1,0
49.83,15.6,1.04,1.31,119.43,0,1,0,0,1,0,0,1,0,0,0,1
23.13,15.2,2.4,1.52,281.26,0,0,1,0,0,1,0,0,1,0,1,0
79.71,18.42,0.09,3.15,76.85,0,1,0,1,0,0,0,1,0,0,1,0
115.66,21.74,2.31,2.84,211.82,1,0,0,0,1,0,1,0,0,0,0,1
67.0,19.79,3.34,0.52,64.83,1,0,0,1,0,0,1,0,0,1,0,0
34.14,15.73,1.55,2.39,174.57,0,0,1,0,1,0,0,0,1,0,0,1
86.5,20.3,1.79,0.29,262.05,0,0,1,0,1,0,0,1,0,0,1,0
48.48,20.09,3.13,2.5,227.74,0,1,0,0,1,0,0,1,0,1,0,0
22.3,19.54,2.65,2.4,49.02,0,1,0,0,1,0,0,1,0,0,1,0
58.0,20.0,2.64,2.37,54.21,1,0,0,1,0,0,1,0,0,0,0,1
112.47,19.46,0.53,0.06,240.88,0,0,1,0,1,0,0,1,0,0,0,1
69.35,21.25,0.32,1.84,270.32,1,0,0,1,0,0,0,0,1,1,0,0
35.18,13.77,3.8,0.69,27.5,1,0,0,0,0,1,1,0,0,0,0,1
80.76,18.0,3.12,2.76,255.13,1,0,0,0,0,1,0,1,0,0,0,1
30.74,15.66,2.37,3.47,36.91,0,0,1,1,0,0,0,1,0,1,0,0
59.92,16.47,0.82,1.52,245.28,0,1,0,0,1,0,1,0,0,0,0,1
93.18,13.9,3.24,3.41,96.6,0,0,1,0,0,1,1,0,0,0,0,1
27.94,16.1,2.4,0.98,166.47,1,0,0,1,0,0,1,0,0,0,1,0
112.62,20.85,2.81,1.13,184.9,0,0,1,1,0,0,0,1,0,0,0,1
45.82,14.61,3.3,2.89,168.68,0,0,1,0,1,0,0,1,0,1,0,0
29.78,19.83,2.73,3.7,245.99,0,1,0,0,0,1,0,0,1,0,0,1
60.36,12.94,2.8,2.74,242.45,0,0,1,1,0,0,0,0,1,0,1,0
111.05,21.58,3.87,3.25,131.29,0,0,1,0,1,0,0,1,0,0,1,0
91.78,15.03,0.94,1.98,112.08,0,0,1,0,0,1,1,0,0,0,0,1
68.21,16.86,0.18,0.09,43.17,0,0,1,1,0,0,1,0,0,0,1,0
112.04,17.07,2.77,2.17,238.26,0,0,1,1,0,0,1,0,0,0,0,1
78.42,14.55,1.84,2.7,76.33,1,0,0,1,0,0,0,1,0,0,0,1
116.21,13.38,2.82,1.51,12.77,0,0,1,0,0,1,0,1,0,0,0,1
74.31,14.68,3.96,2.17,228.25,1,0,0,0,0,1,1,0,0,0,1,0
102.94,16.5,0.38,2.87,183.49,1,0,0,0,1,0,0,0,1,0,1,0
42.89,16.78,0.36,3.22,35.44,0,0,1,0,0,1,0,1,0,1,0,0
71.09,17.56,0.64,0.81,184.25,0,0,1,0,1,0,0,0,1,1,0,0
90.25,18.53,0.98,2.31,268.88,0,1,0,0,0,1,1,0,0,1,0,0
98.26,21.84,1.39,1.71,114.32,1,0,0,1,0,0,0,0,1,0,1,0
94.04,18.78,1.86,2.16,127.21,1,0,0,0,1,0,0,0,1,0,0,1
113.92,18.04,2.35,2.01,207.03,0,0,1,0,1,0,0,1,0,0,1,0
79.42,16.57,0.16,2.36,232.91,0,0,1,0,1,0,0,0,1,0,0,1
95.62,13.66,2.82,2.5,189.66,1,0,0,1,0,0,0,0,1,0,0,1
103.01,21.75,0.48,2.85,42.26,0,0,1,0,0,1,0,0,1,1,0,0
73.19,17.44,3.29,0.99,107.12,0,0,1,0,1,0,1,0,0,0,1,0
86.35,12.29,3.44,1.3,145.47,1,0,0,0,0,1,1,0,0,1,0,0
53.06,16.01,3.25,1.57,17.25,0,0,1,0,1,0,0,0,1,0,1,0
84.78,12.73,1.36,2.11,209.31,0,0,1,0,1,0,0,0,1,0,0,1
107.13,16.39,0.28,0.98,160.92,1,0,0,0,1,0,0,1,0,0,0,1
77.45,21.76,1.17,3.66,296.95,0,0,1,1,0,0,0,0,1,1,0,0
61.82,13.28,2.85,3.57,229.01,1,0,0,0,0,1,0,0,1,1,0,0
48.13,20.41,0.65,2.14,25.63,0,1,0,0,0,1,1,0,0,0,1,0
92.62,17.5,3.56,1.87,195.97,1,0,0,0,0,1,1,0,0,0,0,1
65.9,20.52,0.87,1.21,158.59,1,0,0,0,0,1,1,0,0,0,1,0
86.54,16.58,3.08,2.3,109.62,1,0,0,1,0,0,0,1,0,0,1,0
59.94,12.81,2.17,0.57,183.35,0,1,0,1,0,0,0,0,1,0,0,1
53.36,20.33,0.94,3.17,30.37,0,0,1,0,1,0,0,0,1,1,0,0
93.83,12.59,3.54,2.08,127.53,0,0,1,0,1,0,0,1,0,0,0,1
42.45,13.71,2.37,2.0,42.85,1,0,0,0,0,1,1,0,0,0,1,0
20.31,18.41,0.8,1.22,174.86,0,1,0,0,1,0,0,1,0,0,0,1
73.36,18.74,3.82,2.51,266.79,0,0,1,1,0,0,0,1,0,0,0,1
71.93,19.44,0.38,2.99,130.82,0,1,0,0,1,0,0,1,0,0,1,0
44.6,20.48,0.78,0.7,82.23,0,1,0,0,1,0,1,0,0,0,1,0
44.35,16.28,0.32,0.55,152.12,0,1,0,0,1,0,0,0,1,0,1,0
87.92,13.51,3.4,2.54,286.71,1,0,0,1,0,0,0,0,1,0,0,1
50.39,12.7,3.78,3.84,33.65,1,0,0,0,1,0,1,0,0,1,0,0
34.39,16.92,3.07,0.87,194.78,0,0,1,1,0,0,0,0,1,0,1,0
106.82,17.03,3.33,2.07,94.72,0,1,0,0,0,1,1,0,0,0,1,0
34.31,20.76,1.31,3.15,103.82,0,0,1,1,0,0,0,0,1,1,0,0
96.03,18.99,0.26,2.17,189.92,0,1,0,0,1,0,1,0,0,1,0,0
36.61,20.68,1.17,1.51,86.64,0,0,1,0,1,0,1,0,0,0,1,0
58.98,16.01,2.09,1.69,145.58,0,0,1,0,1,0,1,0,0,1,0,0
62.51,13.07,3.24,0.3,9.56,0,1,0,0,1,0,0,1,0,0,1,0
64.42,19.06,3.66,2.37,77.47,0,1,0,0,0,1,0,0,1,0,0,1
23.11,12.48,2.52,0.13,193.98,0,1,0,0,0,1,0,1,0,1,0,0
91.52,12.57,2.38,3.74,134.79,0,0,1,0,0,1,0,0,1,0,0,1
52.74,20.2,2.58,0.25,69.2,0,1,0,1,0,0,1,0,0,0,1,0
54.2,15.65,0.72,0.8,204.67,0,0,1,0,0,1,0,1,0,0,0,1
28.15,13.5,2.65,3.67,96.52,1,0,0,1,0,0,1,0,0,1,0,0
98.1,17.02,2.85,3.38,291.67,0,1,0,0,1,0,0,0,1,0,0,1
28.81,13.07,0.95,1.46,217.16,1,0,0,0,1,0,1,0,0,1,0,0
100.46,17.74,2.5,3.83,216.72,1,0,0,0,1,0,1,0,0,1,0,0
25.53,21.4,1.64,2.58,46.28,0,0,1,0,0,1,0,1,0,0,0,1
97.93,12.36,2.91,2.27,24.85,0,1,0,0,0,1,0,0,1,0,0,1
94.97,18.01,1.49,3.11,153.54,0,0,1,1,0,0,0,0,1,0,1,0
106.13,16.43,2.2,0.2,299.79,0,1,0,0,1,0,0,1,0,0,1,0
82.0,18.21,0.26,0.77,16.48,0,0,1,1,0,0,0,1,0,1,0,0
66.17,21.84,1.13,1.53,160.6,0,1,0,0,1,0,1,0,0,0,1,0
86.79,15.42,2.78,3.93,181.93,0,0,1,1,0,0,1,0,0,1,0,0
57.46,21.29,0.95,0.37,129.4,0,1,0,0,0,1,0,1,0,0,0,1
34.0,17.52,0.88,0.08,87.7,0,0,1,1,0,0,0,0,1,0,0,1
92.8,17.1,1.52,1.7,294.85,1,0,0,1,0,0,0,1,0,0,1,0
105.14,20.52,3.73,3.98,141.07,1,0,0,0,1,0,0,0,1,0,0,1
85.9,14.06,0.21,2.59,266.09,0,1,0,1,0,0,0,1,0,0,1,0
108.43,21.45,0.9,3.79,277.32,1,0,0,1,0,0,1,0,0,0,1,0
44.68,16.24,1.91,3.69,111.62,1,0,0,1,0,0,0,1,0,0,0,1
71.73,19.6,2.58,2.65,145.38,0,0,1,0,0,1,0,0,1,1,0,0
89.44,18.17,0.71,1.27,266.3,0,1,0,0,0,1,0,1,0,0,1,0
81.23,13.16,0.22,2.66,199.13,0,1,0,0,1,0,0,1,0,0,0,1
50.51,20.04,1.88,1.33,223.3,0,1,0,0,1,0,1,0,0,0,0,1
68.55,12.58,2.61,3.65,157.43,0,1,0,1,0,0,0,0,1,0,0,1
47.33,18.67,2.98,2.25,50.98,0,0,1,1,0,0,0,1,0,0,1,0
27.1,18.38,3.55,0.05,111.52,0,0,1,0,1,0,0,0,1,0,0,1
95.13,20.3,1.19,4.0,137.67,0,0,1,0,1,0,0,0,1,0,1,0
115.6,14.63,3.34,1.89,197.87,0,0,1,0,0,1,0,1,0,1,0,0
114.87,21.23,1.59,1.15,215.23,0,0,1,0,0,1,1,0,0,1,0,0
109.05,21.97,0.74,1.59,151.16,0,1,0,0,1,0,0,0,1,0,0,1
91.74,20.41,3.51,3.28,248.2,1,0,0,0,0,1,1,0,0,0,1,0
45.95,15.04,1.45,2.42,46.82,0,0,1,0,0,1,0,0,1,1,0,0
92.01,21.27,3.41,0.54,159.69,0,0,1,0,1,0,0,0,1,1,0,0
108.4,18.35,1.27,3.41,147.23,0,0,1,0,1,0,1,0,0,0,0,1
29.74,13.25,1.27,0.13,62.01,0,0,1,0,0,1,0,1,0,0,0,1
36.69,21.25,3.37,0.04,157.52,0,0,1,0,1,0,1,0,0,1,0,0
22.08,14.44,2.45,3.35,127.29,1,0,0,1,0,0,0,1,0,1,0,0
64.78,14.83,1.26,1.94,177.93,0,1,0,1,0,0,0,1,0,0,0,1
91.44,18.46,2.25,2.59,155.87,0,1,0,0,0,1,0,1,0,1,0,0
70.06,14.63,0.71,3.65,261.8,0,0,1,1,0,0,1,0,0,0,0,1
23.66,17.84,0.88,0.81,259.63,0,0,1,0,1,0,0,0,1,1,0,0
101.18,15.45,2.6,3.1,264.89,0,1,0,0,1,0,1,0,0,1,0,0
78.32,14.9,1.14,1.76,196.94,0,0,1,0,1,0,1,0,0,0,1,0
45.01,20.96,1.53,0.05,292.51,1,0,0,0,1,0,0,0,1,1,0,0
102.71,20.74,1.09,3.51,155.46,0,1,0,0,1,0,0,0,1,0,0,1
81.91,18.04,1.22,2.03,66.02,1,0,0,0,0,1,0,0,1,1,0,0
106.53,20.54,1.25,3.45,32.94,0,0,1,0,1,0,0,1,0,0,1,0
85.49,13.25,1.06,2.13,115.41,0,0,1,1,0,0,0,0,1,1,0,0
67.92,16.16,3.37,1.55,116.25,1,0,0,0,0,1,1,0,0,0,0,1
60.08,15.78,3.27,3.51,259.29,0,1,0,0,1,0,1,0,0,0,0,1
58.84,18.13,3.3,1.17,45.18,1,0,0,0,0,1,1,0,0,1,0,0
52.71,13.59,1.51,0.33,29.22,1,0,0,0,1,0,0,1,0,0,0,1
83.44,12.54,2.32,2.48,144.3,0,1,0,1,0,0,0,1,0,0,0,1
69.91,20.41,2.4,3.69,8.46,0,0,1,0,1,0,0,1,0,0,1,0
27.98,20.34,3.78,1.35,8.35,0,1,0,1,0,0,1,0,0,0,0,1
